"";"participant";"country";"gender";"age";"political_attitude";"social_status";"bfi2_E_t1";"bfi2_A_t1";"bfi2_C_t1";"bfi2_N_t1";"bfi2_O_t1";"ukraine_behavior_1_t1";"ukraine_behavior_2_t1";"ukraine_behavior_3_t1";"ukraine_behavior_4_t1";"ukraine_emo_1_t1";"ukraine_emo_2_t1";"ukraine_emo_3_t1";"ukraine_emo_4_t1";"ukraine_emo_5_t1";"ukraine_emo_6_t1";"ukraine_emo_7_t1";"ukraine_eval_1_t1";"ukraine_eval_2_t1";"ukraine_eval_3_t1";"ukraine_eval_4_t1";"ukraine_cope_1_t1";"ukraine_cope_2_t1";"ukraine_cope_3_t1";"ukraine_cope_4_t1";"ukraine_cope_5_t1";"ukraine_cope_6_t1";"ukraine_cope_7_t1";"ukraine_cope_8_t1";"ukraine_cope_9_t1";"ukraine_cope_10_t1";"ukraine_cope_11_t1";"ukraine_cope_12_t1";"ukraine_cope_13_t1";"ukraine_cope_14_t1";"ukraine_cope_15_t1";"ukraine_cope_16_t1";"ukraine_cope_17_t1";"ukraine_cope_18_t1";"ukraine_cope_19_t1";"ukraine_cope_20_t1";"ukraine_cope_21_t1";"ukraine_cope_22_t1";"ukraine_cope_23_t1";"ukraine_cope_24_t1";"ukraine_cope_25_t1";"ukraine_cope_26_t1";"ukraine_cope_27_t1";"ukraine_cope_28_t1"
"4025";4025;"georgia";1;55;8;6;3,41666666666667;3,5;4,08333333333333;2,41666666666667;3,5;10;5;1;3;3;3;3;5;5;6;6;6;6;6;6;4;4;4;1;4;1;4;1;4;4;1;1;1;3;4;1;1;1;4;4;4;4;4;4;4;1;3;1
"4026";4026;"belgium";1;26;5;3;1,91666666666667;4,16666666666667;3,16666666666667;3,5;3,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4027";4027;"south_africa";2;43;5;7;3,08333333333333;4,25;4,66666666666667;1,91666666666667;3,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4028";4028;"georgia";2;23;5;3;2;3;2,83333333333333;3,16666666666667;4,25;8;5;2;3;2;2;3;3;3;5;2;2;7;4;4;4;3;1;1;3;2;3;1;3;3;1;2;1;3;2;1;2;2;4;4;3;1;3;4;2;2;1;2
"4029";4029;"germany";1;32;NA;NA;2,75;3,75;3,25;3,25;4,16666666666667;5;5;3;1;3;3;4;4;4;3;5;3;5;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4030";4030;"georgia";1;42;5;7;3,58333333333333;3,33333333333333;4,16666666666667;2,75;3,83333333333333;10;6;1;2;4;5;5;6;6;4;6;3;9;6;5;2;4;2;3;4;1;3;1;4;3;3;3;2;4;3;1;2;1;2;4;4;1;2;4;4;1;2;1
"4031";4031;"spain";1;23;3;6;3,66666666666667;4,08333333333333;2,91666666666667;1,91666666666667;4,58333333333333;6;4;2;1;1;1;1;4;4;4;6;3;2;3;4;1;2;2;1;1;1;1;1;4;1;1;1;1;1;1;1;2;1;1;4;1;1;1;4;2;1;1;1
"4032";4032;"belgium";2;19;4;8;3,66666666666667;3,16666666666667;2,41666666666667;2,16666666666667;3,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4033";4033;"france";2;18;NA;NA;2,91666666666667;2,91666666666667;3;2,5;4;7;2;3;1;2;2;2;2;4;3;2;1;5;4;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;4;1;1;1;4;1;1;1;1
"4034";4034;"germany";2;65;4;6;3,25;3,66666666666667;2,41666666666667;2,33333333333333;4,41666666666667;7;5;2;5;3;5;1;2;5;4;5;4;9;5;5;1;2;1;1;2;1;3;1;2;1;1;4;1;1;1;1;4;2;2;4;1;1;1;4;3;1;1;2
"4035";4035;"usa";2;18;NA;NA;2,41666666666667;4,25;2,25;4,16666666666667;4,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4036";4036;"georgia";1;23;4;4;2,66666666666667;2,66666666666667;4,33333333333333;4,16666666666667;3,75;6;6;6;1;2;5;4;6;6;6;5;2;1;6;1;4;2;1;1;1;1;3;1;4;3;1;3;4;3;2;3;3;1;4;4;2;1;4;4;3;1;1;1
"4037";4037;"germany";1;25;5;6;2,75;4,08333333333333;3,25;2,33333333333333;4,08333333333333;8;5;2;2;4;4;3;5;5;6;6;4;6;6;6;2;2;1;1;3;1;1;2;3;3;1;1;1;2;4;1;2;1;2;1;3;4;3;3;4;1;4;1
"4038";4038;"france";1;24;5;5;3;3,91666666666667;3,91666666666667;3,16666666666667;3,5;3;2;4;1;3;3;3;4;5;5;6;3;6;4;2;2;2;2;1;1;2;1;1;2;1;1;1;2;2;2;2;1;1;2;2;1;1;2;2;2;1;2;1
"4039";4039;"usa";1;58;4;4;4,75;3,25;3,75;2,91666666666667;4,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4040";4040;"georgia";1;21;NA;NA;3,33333333333333;2,91666666666667;4,5;1,91666666666667;2,91666666666667;5;2;4;1;1;4;1;4;5;4;5;2;3;5;1;3;2;1;1;4;2;3;1;4;4;1;3;1;3;4;1;1;1;4;4;1;3;3;4;2;1;3;1
"4041";4041;"south_africa";1;27;NA;NA;3,33333333333333;3,91666666666667;3,91666666666667;2,75;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4042";4042;"south_africa";1;49;5;3;1,66666666666667;4,5;4,08333333333333;4;2,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4043";4043;"france";1;22;4;7;3,75;3,83333333333333;3,41666666666667;3;4,41666666666667;6;4;3;1;4;4;4;5;6;5;6;5;5;5;4;2;1;2;1;2;2;1;1;3;1;1;1;1;2;1;2;1;2;2;4;2;1;1;3;4;1;1;1
"4044";4044;"france";1;24;NA;NA;3,41666666666667;4,5;4,16666666666667;3,66666666666667;4,91666666666667;2;2;6;1;1;6;5;6;2;2;6;1;8;1;5;1;1;1;1;1;3;1;1;2;1;1;2;1;1;3;1;1;1;3;2;2;1;1;3;2;1;1;1
"4045";4045;"france";1;35;4;7;3,41666666666667;4;4,58333333333333;4,75;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4046";4046;"france";2;23;5;4;4,08333333333333;4,08333333333333;4,08333333333333;4,16666666666667;3,83333333333333;5;5;6;1;1;1;3;6;4;1;5;1;7;4;4;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;4;1;1;1;2;2;1;1;1
"4047";4047;"czech_republic";1;19;4;5;3,5;3,5;2;4,08333333333333;3,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4048";4048;"france";1;24;7;5;3,41666666666667;4;3,75;2,08333333333333;4,25;6;1;1;1;1;1;1;3;4;5;6;4;1;3;2;1;1;2;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;2;3;1;3;1
"4049";4049;"france";2;19;5;7;3,91666666666667;3,33333333333333;4,25;1,58333333333333;4,83333333333333;6;6;6;1;1;1;1;1;1;1;6;1;5;4;4;1;4;1;1;4;1;4;1;2;1;1;4;1;4;4;1;4;4;4;4;1;1;1;4;4;1;1;1
"4050";4050;"italy";1;20;4;7;2,58333333333333;3,33333333333333;2,16666666666667;3,58333333333333;3,83333333333333;3;4;5;2;2;2;2;4;4;6;6;3;5;4;3;1;1;2;1;1;4;1;2;1;1;1;1;1;1;1;2;1;1;3;3;1;1;1;3;1;1;1;1
"4051";4051;"georgia";2;22;5;9;2,75;3;3,75;2,33333333333333;3,16666666666667;9;5;3;5;3;5;3;4;4;5;4;4;1;3;4;3;3;2;4;4;3;3;2;3;3;2;3;3;3;3;3;1;1;2;3;3;1;2;3;2;1;1;1
"4052";4052;"georgia";1;36;NA;NA;2,75;3,83333333333333;4,58333333333333;2,75;4,5;10;6;5;2;5;5;6;6;6;6;6;4;9;4;5;3;2;4;1;4;4;4;4;4;3;1;3;2;2;3;3;1;1;3;2;4;4;3;4;4;2;4;1
"4053";4053;"italy";2;21;4;2;2,66666666666667;3,75;3,58333333333333;2,91666666666667;3,41666666666667;5;1;5;2;1;5;1;1;5;4;5;5;8;5;4;2;1;1;1;1;2;4;1;1;2;1;3;1;3;2;1;1;2;2;4;1;1;1;2;4;1;1;2
"4054";4054;"france";2;20;NA;NA;3,83333333333333;4;3,91666666666667;2,66666666666667;4,58333333333333;5;1;2;1;3;3;4;4;4;5;4;1;6;5;1;2;1;1;1;2;3;3;1;2;2;1;2;1;2;2;2;1;2;2;3;1;1;1;2;2;1;1;1
"4055";4055;"belgium";2;22;5;7;3;4,33333333333333;2,41666666666667;2,33333333333333;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4056";4056;"germany";2;25;NA;NA;2,41666666666667;3;3,58333333333333;1,58333333333333;2,75;4;1;4;1;1;1;1;3;3;3;4;1;6;4;4;1;1;1;1;1;3;1;1;1;1;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4057";4057;"france";1;19;4;7;3,08333333333333;3,58333333333333;3,25;3,58333333333333;3,91666666666667;5;4;4;2;3;3;3;3;3;3;4;3;6;3;4;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;4;1;1;1;4;2;1;1;1
"4058";4058;"south_africa";1;28;9;10;3,41666666666667;4;4,58333333333333;2,83333333333333;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4059";4059;"united_kingdom";1;20;3;2;3,25;4,16666666666667;4,5;2,91666666666667;4,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4060";4060;"united_kingdom";1;19;4;6;3,58333333333333;4,58333333333333;3,16666666666667;3,16666666666667;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4061";4061;"netherlands";2;18;6;1;3,16666666666667;4,5;3,91666666666667;3,75;2,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4062";4062;"bulgaria";1;24;5;6;1,91666666666667;2,75;2,83333333333333;4,33333333333333;3,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4063";4063;"united_kingdom";2;20;6;8;2,91666666666667;3,83333333333333;2,83333333333333;3,41666666666667;4;5;2;2;2;2;5;4;5;5;5;6;3;3;5;4;2;2;1;2;3;2;3;2;3;2;2;3;3;3;3;2;3;1;3;3;2;1;2;2;3;1;2;1
"4064";4064;"canada";1;32;4;6;2,83333333333333;4,08333333333333;2,83333333333333;3,5;3,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4065";4065;"canada";2;32;3;4;3,25;2,75;3;4,41666666666667;4,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4066";4066;"canada";1;68;2;5;2,25;4,41666666666667;4,75;2;3,08333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4067";4067;"georgia";1;33;8;6;2,75;3,58333333333333;3,16666666666667;3,33333333333333;3,5;10;4;5;2;4;4;5;6;6;6;6;3;5;4;4;3;1;2;1;2;2;3;1;3;2;1;3;3;3;2;2;1;1;4;4;3;1;2;4;2;1;1;1
"4068";4068;"canada";1;39;NA;NA;3,66666666666667;3,83333333333333;2,83333333333333;4,08333333333333;4,08333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4069";4069;"georgia";1;25;1;4;2,83333333333333;4,16666666666667;4,08333333333333;4,08333333333333;4,5;10;6;1;1;2;2;6;6;6;6;6;6;1;6;5;4;4;1;1;4;1;1;4;4;4;1;1;4;1;4;2;1;1;4;4;4;1;4;3;3;4;1;1
"4070";4070;"netherlands";1;46;NA;NA;3,66666666666667;4;4,33333333333333;2;3,5;5;6;4;4;1;6;1;4;2;5;6;4;7;4;4;3;3;1;1;3;1;2;1;2;2;1;3;1;2;2;1;2;1;1;4;3;1;2;4;3;1;1;1
"4071";4071;"canada";1;39;3;7;3,83333333333333;3,58333333333333;3,16666666666667;3,66666666666667;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4072";4072;"poland";1;21;3;7;3,33333333333333;3,75;3,83333333333333;2,66666666666667;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4073";4073;"france";1;34;4;7;2,08333333333333;4,25;2,91666666666667;3,58333333333333;2,66666666666667;5;2;3;1;3;3;4;4;3;4;4;2;5;3;3;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;3;2;1;1;1
"4074";4074;"georgia";1;63;6;2;2,58333333333333;4,5;4,41666666666667;2,33333333333333;3,75;6;6;3;1;5;6;5;6;6;6;6;6;10;6;6;4;4;1;1;4;3;4;1;4;3;1;4;3;4;2;2;1;1;4;4;4;4;4;4;4;3;4;1
"4075";4075;"united_kingdom";1;20;7;8;3,41666666666667;3,91666666666667;3,91666666666667;2,5;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4076";4076;"georgia";2;39;NA;NA;2,83333333333333;3,5;3,58333333333333;3;3,5;7;5;2;3;2;3;2;5;3;5;6;2;6;4;4;4;3;1;1;2;1;4;1;3;3;1;2;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4077";4077;"france";1;21;NA;NA;3,41666666666667;3,75;3,33333333333333;4,66666666666667;4,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4078";4078;"germany";2;21;NA;NA;2,25;3,33333333333333;2,25;4,41666666666667;4,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4079";4079;"poland";1;33;6;8;3,41666666666667;2,08333333333333;3,16666666666667;3;3,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4080";4080;"united_kingdom";1;19;6;4;1,5;3,75;2,75;3;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4081";4081;"usa";2;60;7;2;1,91666666666667;3,41666666666667;3;4;3,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4082";4082;"bulgaria";2;21;6;4;1,58333333333333;2,83333333333333;2,08333333333333;4,16666666666667;4,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4083";4083;"usa";1;41;NA;NA;2,91666666666667;3,58333333333333;4;4,41666666666667;4,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4084";4084;"usa";1;41;2;6;2,91666666666667;3,5;4;4,41666666666667;4,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4085";4085;"spain";1;28;4;4;4,16666666666667;3,83333333333333;2,83333333333333;4,16666666666667;4,66666666666667;10;3;1;1;6;6;6;6;6;6;6;6;5;5;3;2;2;1;1;3;3;4;1;2;4;1;4;4;4;3;4;4;2;4;1;4;1;3;2;4;1;1;1
"4086";4086;"germany";1;33;4;7;2,91666666666667;3,75;4,33333333333333;2,5;3;1;4;6;2;3;2;2;6;6;2;4;4;7;4;5;3;2;1;1;1;3;2;1;2;2;1;1;1;2;3;1;1;1;4;2;2;1;1;2;2;1;3;1
"4087";4087;"south_africa";1;33;NA;NA;2,5;3,58333333333333;3,75;4,33333333333333;3,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4088";4088;"germany";1;31;5;5;3;4,41666666666667;2,91666666666667;4,41666666666667;4;3;6;5;1;1;6;1;5;5;5;6;4;5;4;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;3;2;1;1;1;4;2;1;1;1
"4089";4089;"south_africa";1;22;NA;NA;3,83333333333333;4,66666666666667;3,5;2,08333333333333;3,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4090";4090;"united_kingdom";1;20;NA;NA;2,83333333333333;3,66666666666667;3,58333333333333;4;3,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4091";4091;"georgia";1;22;3;8;2,83333333333333;3,58333333333333;3,66666666666667;3,41666666666667;3,41666666666667;3;6;3;1;5;5;5;6;5;5;6;3;2;6;5;4;4;1;1;3;1;4;1;2;3;1;2;3;3;2;3;1;1;4;4;3;4;3;3;4;1;3;1
"4092";4092;"georgia";2;23;NA;NA;3,75;3,41666666666667;3,25;3,75;4,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4093";4093;"georgia";2;23;8;6;4,33333333333333;3,41666666666667;3,41666666666667;3,16666666666667;4,41666666666667;9;6;1;2;2;5;5;5;4;6;6;2;1;6;1;1;3;1;1;1;1;1;1;4;4;1;2;1;2;1;1;1;3;1;4;3;4;1;4;2;1;2;3
"4094";4094;"georgia";1;38;6;7;2,33333333333333;4;3,41666666666667;3,33333333333333;3,91666666666667;7;6;6;1;1;3;4;6;5;6;6;4;4;4;4;4;4;4;1;2;1;2;1;3;3;1;3;2;1;3;3;1;1;4;4;3;4;3;4;3;1;4;1
"4095";4095;"georgia";1;35;NA;NA;3,58333333333333;3,75;4,08333333333333;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4096";4096;"georgia";2;19;NA;NA;4,5;2,41666666666667;3;1,5;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4097";4097;"georgia";1;48;NA;NA;2,41666666666667;3,25;4;3,16666666666667;2,25;4;3;5;2;4;4;4;5;5;5;4;3;5;5;3;2;3;2;1;1;4;1;2;3;3;1;3;1;1;2;2;1;2;1;4;2;4;3;4;2;1;4;2
"4098";4098;"georgia";1;26;7;6;3,25;3,33333333333333;4,16666666666667;3,41666666666667;3,75;8;5;4;2;4;4;5;6;6;6;6;5;2;5;3;4;3;1;1;3;2;3;1;4;3;1;2;1;3;3;2;1;1;3;4;3;1;2;4;3;1;1;1
"4099";4099;"georgia";1;51;NA;NA;2,83333333333333;3,83333333333333;4,08333333333333;2,66666666666667;3,83333333333333;6;6;6;1;2;5;5;6;5;5;6;4;5;4;4;4;3;4;1;2;2;2;1;2;3;1;3;2;4;2;2;1;1;3;4;3;3;3;4;3;1;4;1
"4100";4100;"georgia";1;24;5;1;3,91666666666667;3,5;4,5;3,91666666666667;4,58333333333333;10;5;1;2;4;5;6;6;6;6;6;3;1;6;4;2;3;4;1;4;1;2;4;4;4;1;4;3;3;3;1;1;1;1;4;2;2;1;4;4;1;3;1
"4101";4101;"georgia";1;22;NA;NA;3,33333333333333;4,08333333333333;3,08333333333333;2,25;2,66666666666667;8;4;5;1;6;6;6;6;6;6;6;3;1;6;5;4;3;1;1;4;1;3;1;4;4;1;2;1;3;4;2;1;1;3;4;4;3;3;4;4;1;1;1
"4102";4102;"greece";1;20;NA;NA;4;4;3,66666666666667;2,5;3,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4103";4103;"georgia";1;24;NA;NA;4,41666666666667;2,91666666666667;4,66666666666667;3,66666666666667;3,5;9;6;1;1;4;4;5;6;6;6;6;3;2;4;4;1;3;1;1;1;1;2;1;4;4;1;2;1;3;3;2;1;1;3;4;3;1;2;4;3;1;1;1
"4104";4104;"united_kingdom";1;21;1;4;4,33333333333333;4,41666666666667;3,25;3,16666666666667;4,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4105";4105;"georgia";1;22;6;8;3,58333333333333;3,5;4,25;3,25;3,75;10;6;1;4;5;6;6;6;6;6;6;6;7;5;6;4;4;1;1;3;2;3;1;4;4;1;3;3;3;3;3;1;1;4;4;4;1;3;3;2;1;1;1
"4106";4106;"georgia";1;18;5;7;2,5;3,75;3,41666666666667;3,16666666666667;4,08333333333333;8;6;2;1;3;4;3;5;5;6;6;1;4;5;4;3;4;1;1;3;2;2;1;4;3;1;2;1;2;1;2;1;1;3;4;2;4;2;3;3;1;4;1
"4107";4107;"georgia";1;30;NA;NA;3,41666666666667;4,58333333333333;4,75;3,33333333333333;3,91666666666667;10;6;6;1;6;6;6;6;6;6;6;6;1;4;4;4;4;1;1;3;1;3;1;3;3;1;2;1;1;3;3;1;1;4;4;3;1;3;4;1;1;2;1
